kode,nama,nama_latin,asal,kategori,tipe,keterangan,air_g,energi_kal,protein_g,lemak_g,karbo_g,serat_g,abu_g,kalsium_mg,fosfor_mg,besi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,b_kar_mcg,kar_total_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vit_c_mg,status_energi,status_protein,status_kalsium,status_besi,skor_gizi_anak
AP097,Pulut,-,-,Serealia,Olahan (Processed),Bahan dasar terdiri dari Beras ketan putih dengan santan dimasak dengan cara dikukus,49.1,216.0,2.6,3.1,44.4,1.4,0.8,6.0,70.0,3.8,100.0,22.0,0.4,1.3,0.0,0.0,4.0,0.14,0.1,0.8,0.0,Kurang,Kurang,Kurang,Cukup,0.0783
FP009,"Punai, daging, goreng",-,-,Daging,Olahan (Processed),-,54.5,224.0,26.2,11.3,4.4,1.4,3.6,362.0,362.0,3.1,2.0,19.0,0.3,1.6,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Lebih,Cukup,Kurang,0.2497
AP098,Pundut nasi,-,Banjarmasin,Serealia,Olahan (Processed),"Nasi yang dimasak dengan santan dan kelapa parut, sedikit gula pasir",77.8,104.0,1.9,4.1,15.1,0.4,1.1,26.0,100.0,1.5,74.0,174.0,0.0,0.0,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.0438
DP045,Purundawa,-,-,Sayuran,Olahan (Processed),Sayur bening bayam + terong kecil bumbu garam + terasi,91.8,25.0,1.5,0.5,3.6,1.7,2.6,147.0,39.0,0.0,239.0,201.0,0.1,0.6,0.0,55.0,4.0,0.1,0.1,11.6,2.0,Kurang,Kurang,Kurang,Kurang,0.0476
ER095,"Purut, segar (Lime, wild (Purut))",Parartocarpus venenosus,-,Buah,Mentah (Raw),-,81.1,76.0,4.1,1.1,15.2,1.7,1.4,30.0,76.0,0.6,10.0,285.2,0.2,0.7,0.0,27.0,93.0,0.01,0.11,0.0,0.0,Kurang,Kurang,Kurang,Kurang,0.0421
AP099,Putri hijau,-,-,Serealia,Olahan (Processed),"Kue basah. Bahan dasar terdiri dari beras ketan putih, santan. Bahan lapisan: telur, gula pasir dan santan. Dikukus",54.8,189.0,5.4,2.1,37.2,1.4,0.5,55.0,93.0,1.9,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.0879
DR137,"Putri malu, segar",Mimusa pudica,-,Sayuran,Mentah (Raw),-,80.2,76.0,3.6,0.3,14.6,7.1,1.3,119.0,84.0,3.3,1.0,631.0,0.6,1.4,0.0,4.0,4.0,0.6,0.6,0.8,6.0,Kurang,Kurang,Kurang,Kurang,0.0703
AP100,Putri selat,-,Sumatera,Serealia,Olahan (Processed),"Kue berbahan dasar tepung beras dan sagu, santan, gula pasir, dikukus seperti kue lapis/talam dengan tampilan berwarna-warni",66.6,163.0,2.2,6.5,23.8,1.4,0.9,72.0,3.0,4.0,6.0,68.0,0.2,0.7,0.0,0.0,4.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Kurang,Cukup,0.0796
AP101,Putu sopa,-,Bugis,Serealia,Olahan (Processed),"(Putu soppa). Bahan dasar terdiri dari Beras ketan, tepung beras diolah dengan cara dikukus dan  diberi kelapa parut",50.7,215.0,3.3,4.1,41.1,1.4,0.8,55.0,93.0,1.9,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.0881
GR079,"Rajungan, segar",-,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,80.2,76.0,12.1,2.0,2.4,0.0,2.7,721.0,214.0,2.2,69.0,192.0,1.7,2.9,599.0,40.0,4.0,0.2,0.25,0.2,0.0,Kurang,Cukup,Lebih,Kurang,0.2509
ER096,"Rambutan binjai, segar (Rambutan)",Nephelium lappaceum,-,Buah,Mentah (Raw),-,81.0,76.0,0.5,0.2,18.0,3.8,0.3,15.0,22.0,1.2,22.0,120.0,0.2,0.2,0.0,0.0,4.0,0.19,0.01,0.4,13.0,Kurang,Kurang,Kurang,Kurang,0.0277
ER097,"Rambutan, segar (Rambutan)",Nephelium lappaceum,-,Buah,Mentah (Raw),-,80.5,69.0,0.9,0.1,18.1,0.8,0.4,16.0,16.0,0.5,16.0,104.2,0.17,0.1,0.0,0.0,0.0,0.0,0.07,0.5,58.0,Kurang,Kurang,Kurang,Kurang,0.0255
BP055,Rasbi (Beras Ubi),-,Sumatera Selatan,Umbi Berpati,Olahan (Processed),Bahan dasar ubi jalar,11.1,394.0,2.2,8.8,76.6,6.8,1.3,68.0,76.0,1.6,165.0,388.0,0.4,0.4,0.0,0.0,0.0,0.02,0.3,1.2,0.0,Kurang,Kurang,Kurang,Kurang,0.137
BP056,Rasi (Beras Singkong),-,Jawa Barat,Umbi Berpati,Olahan (Processed),Bahan dasar singkong/ubi kayu,12.6,350.0,0.9,0.4,85.7,14.4,0.5,42.0,21.0,1.5,8.0,14.0,0.3,0.5,0.0,0.0,0.0,0.02,0.02,0.4,0.0,Kurang,Kurang,Kurang,Kurang,0.1134
FP061,"Rawon, masakan",-,Jawa Timur,Daging,Olahan (Processed),Masakan daging sapi berkuah hitam yang berasal dari kluwek,86.0,60.0,5.4,2.5,4.0,1.4,2.1,272.0,153.0,3.3,29.0,201.0,0.2,0.7,10.0,2.0,1.0,0.09,0.1,0.8,0.0,Kurang,Kurang,Cukup,Kurang,0.1112
GP047,"Rebon, kering, mentah",-,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,21.6,299.0,59.4,3.6,3.2,0.0,12.2,2.0,625.0,21.4,29.0,201.0,0.2,0.7,0.0,0.0,4.0,0.06,0.1,0.8,0.0,Kurang,Lebih,Kurang,Lebih,0.3373
GR080,"Rebon, udang kecil, segar",-,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,79.0,81.0,16.2,1.2,0.7,0.0,2.9,757.0,292.0,2.2,169.0,202.9,0.7,1.2,18.0,0.0,4.0,0.04,0.1,2.4,0.0,Kurang,Cukup,Lebih,Kurang,0.2753
GP048,"Rebung laut, mentah",-,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,18.2,320.0,7.2,4.2,63.3,1.4,7.1,240.0,570.0,6.6,20.0,1.0,1.5,6.2,917.0,2.0,4.0,0.0,0.0,4.9,0.0,Kurang,Kurang,Kurang,Cukup,0.1903
DR138,"Rebung, segar (Bamboo shoot, fresh)",Dendrocalamus asper,-,Sayuran,Mentah (Raw),-,93.3,25.0,0.8,0.1,5.3,9.7,0.5,3.0,5.0,0.5,3.0,206.0,0.1,0.4,0.0,10.0,4.0,0.2,0.07,0.5,0.0,Kurang,Kurang,Kurang,Kurang,0.0095
CP055,Rempeyek kacang tanah,-,-,Kacang-Kacangan,Olahan (Processed),Nama lainnya adalah peyek. Gorengan tipis renyah yang terdiri dari campuran  tepung beras dan kacang tanah,3.9,513.0,17.5,32.5,44.3,1.7,1.8,65.0,202.0,2.6,29.0,201.0,0.2,0.7,0.0,2.0,0.0,0.1,0.1,0.8,0.0,Cukup,Cukup,Kurang,Kurang,0.2236
CP056,Rempeyek kacang tolo,-,-,Kacang-Kacangan,Olahan (Processed),Nama lainnya adalah peyek. Gorengan tipis renyah yang terdiri dari campuran  tepung beras dan kacang tolo,6.1,451.0,11.2,20.2,59.7,1.8,2.8,156.0,221.0,4.6,29.0,201.0,0.2,0.7,0.0,2.0,0.0,0.02,0.1,0.8,0.0,Kurang,Cukup,Kurang,Cukup,0.2136
CP057,Rempeyek kacang uci,-,-,Kacang-Kacangan,Olahan (Processed),Nama lainnya adalah peyek. Gorengan tipis renyah  yang terdiri dari campuran  tepung beras dan kacang uci,4.0,497.0,17.0,27.6,50.8,2.4,3.4,166.0,89.0,6.7,29.0,201.0,0.2,0.7,0.0,2.0,0.0,0.05,0.1,0.8,0.0,Kurang,Cukup,Kurang,Cukup,0.254
FP062,"Rendang sapi, masakan",-,-,Daging,Olahan (Processed),-,57.9,193.0,22.6,7.9,7.8,0.0,3.8,474.0,211.0,14.9,29.0,201.0,0.2,0.7,21.0,2.0,534.0,0.12,0.1,0.0,0.0,Kurang,Lebih,Cukup,Lebih,0.2883
AP102,Renggi goreng,-,Jawa,Serealia,Olahan (Processed),"Kerupuk ketan. Nama lain rengginang. Bahan dasar terdiri dari nasi ketan dibentuk bulat tipis yang dikukus, lalu dijemur, dan setelah itu digoreng",8.8,471.0,4.7,21.8,64.1,6.4,0.6,4.0,80.0,1.1,126.0,29.0,0.9,1.3,0.0,0.0,0.0,0.53,0.05,8.2,0.0,Kurang,Kurang,Kurang,Kurang,0.1492
EP008,Rica-rica taipa,-,-,Buah,Olahan (Processed),"Mangga muda diiris dicampur dengan cabai, udang kering dan terasi (Acar mangga muda)",86.7,49.0,1.6,0.3,10.0,1.4,1.4,11.0,48.0,3.0,426.0,42.0,0.5,0.5,0.0,13.0,4.0,0.18,0.1,0.8,15.0,Kurang,Kurang,Kurang,Kurang,0.0275
DR139,"Rimbang, segar (Devil�ss fig, plate brush)",Solanum torvum Swartz,-,Sayuran,Mentah (Raw),-,80.8,75.0,1.6,0.6,15.8,10.0,1.2,55.0,97.0,0.6,20.0,234.0,0.4,0.4,0.0,51.0,4.0,0.4,0.1,1.3,38.0,Kurang,Kurang,Kurang,Kurang,0.0398
AP103,Roti boong,-,Medan,Serealia,Olahan (Processed),"Kue seperti donat berbetuk bulat lonjong dengan proses digoreng berbahan dasar tepung terigu, gula pasir, telur ayam, mentega ,air soda dan ragi",34.0,341.0,5.5,16.2,43.3,1.4,1.0,15.0,65.0,1.1,161.0,41.0,0.2,0.9,0.0,2.0,4.0,0.4,0.3,2.4,0.0,Kurang,Kurang,Kurang,Kurang,0.1183
AP024,Roti putih,-,-,Serealia,Olahan (Processed),-,40.0,248.0,8.0,1.2,50.0,9.1,0.8,10.0,95.0,1.5,530.0,91.0,0.15,0.9,0.0,0.0,0.0,0.1,0.29,2.4,0.0,Kurang,Kurang,Kurang,Kurang,0.1005
AP104,Roti warna sawo matang,-,-,Serealia,Olahan (Processed),-,40.0,249.0,7.9,1.5,49.7,1.4,0.9,20.0,140.0,2.5,500.0,91.0,0.2,0.7,0.0,0.0,0.0,0.15,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.1056
EP009,Rujak aceh,-,Aceh,Buah,Olahan (Processed),"Seperti Asinan. Bahan dasar terdiri dari buah batok, mangga, ketimun dan bengkuang.",78.7,82.0,0.4,0.3,19.7,2.4,0.9,55.0,93.0,1.9,29.0,201.0,0.2,0.7,0.0,10.0,4.0,0.22,0.03,0.8,42.0,Kurang,Kurang,Kurang,Kurang,0.0411
DP046,Rujak cingur,-,Jawa Timur,Sayuran,Olahan (Processed),"Seperti gado-gado, ditambah cingur sapi.",70.1,153.0,11.3,8.4,8.0,1.4,1.4,256.0,143.0,4.4,29.0,201.0,0.2,0.7,18.0,2.0,2.0,0.16,0.1,0.8,2.0,Kurang,Cukup,Kurang,Cukup,0.1558
DR140,Rumput laut (Seaweed),"""Euchema sp. (merah), Sargassum sp. (coklat), Caulerpa sp. (hijau)""",-,Sayuran,Mentah (Raw),-,87.0,41.0,1.4,0.3,8.1,2.2,3.2,80.0,20.0,1.6,250.0,380.0,0.2,0.4,0.0,1.0,4.0,0.2,0.0,0.1,7.0,Kurang,Kurang,Kurang,Kurang,0.0387
FP010,"Rusa, daging, dendeng, mentah",-,-,Daging,Olahan (Processed),-,18.3,536.0,40.5,41.5,0.0,1.4,2.5,90.0,420.0,13.4,130.0,690.0,0.3,10.7,285.0,2.0,4.0,0.1,0.1,0.2,0.0,Cukup,Lebih,Kurang,Lebih,0.3418
GR081,Rusip,-,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,58.5,110.0,11.5,2.0,11.7,0.0,16.3,479.0,348.0,7.1,29.0,201.0,0.2,0.7,0.0,2.0,0.0,0.04,0.1,0.8,0.0,Kurang,Cukup,Cukup,Lebih,0.2088
FP063,"RW, anjing, masakan",-,-,Daging,Olahan (Processed),Masakan daging anjing,60.8,198.0,24.6,10.7,0.9,1.4,3.0,1.0,876.0,4.0,1.0,226.0,0.1,2.8,256.0,2.0,4.0,0.35,0.2,0.8,0.0,Kurang,Lebih,Kurang,Cukup,0.1465
GP087,"Saboko gurita, masakan",-,Timor Leste,Ikan/Kerang/Udang dll,Olahan (Processed),"Gurita dibumbui dengan cabe, bawang, daun asam muda yang kemudian dibungkus dengan daun lontar dan dibakar",76.2,87.0,15.7,1.5,2.6,1.4,4.1,60.0,14.0,2.1,200.0,180.0,0.9,4.0,38.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Cukup,Kurang,Kurang,0.0958
GP088,"Saboko saltan, masakan",-,Timor Leste,Ikan/Kerang/Udang dll,Olahan (Processed),"Ikan saltan dibumbui dengan cabe, bawang, daun asam muda yang kemudian dibungkus dengan daun lontar dan dibakar",76.0,113.0,17.1,3.6,3.0,1.4,0.3,240.0,60.0,0.5,40.0,350.0,0.2,0.6,27.0,2.0,4.0,0.1,0.1,0.1,0.0,Kurang,Cukup,Kurang,Kurang,0.1499
GP089,"Saboko sardin, masakan",-,Timor Leste,Ikan/Kerang/Udang dll,Olahan (Processed),"Ikan sarden dibumbui dengan cabe, bawang, daun asam muda yang kemudian dibungkus dengan daun lontar dan dibakar",70.0,110.0,12.9,4.3,4.9,1.4,7.9,220.0,520.0,6.0,200.0,280.0,0.2,3.9,37.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Cukup,Kurang,Cukup,0.1441
CR051,"Saga merah terkupas, kering (Red sandalwood, peeled)",Adenanthera pavonina,-,Kacang-Kacangan,Mentah (Raw),-,8.1,449.0,30.6,25.5,31.9,3.5,3.9,1.0,161.0,14.2,66.0,1.0,0.07,5.7,0.0,2.0,107.0,0.09,1.5,10.9,7.0,Kurang,Lebih,Kurang,Lebih,0.2634
BR018,"Sagu aren, kering (Sugar palm, dried)",Arenga pinnata,-,Umbi Berpati,Mentah (Raw),-,11.9,355.0,0.6,1.1,85.6,0.3,0.8,91.0,167.0,2.2,2.0,200.0,0.0,0.3,0.0,2.0,0.0,0.04,0.1,0.5,0.0,Kurang,Kurang,Kurang,Kurang,0.1282
BR019,"Sagu aren, segar (Sugar palm, fresh)",Arenga pinnata,-,Umbi Berpati,Mentah (Raw),-,42.5,231.0,0.6,0.2,56.6,3.2,0.1,20.0,20.0,0.1,7.0,0.0,0.1,0.1,0.0,2.0,0.0,0.2,0.0,0.0,0.0,Kurang,Kurang,Kurang,Kurang,0.0698
BP057,Sagu forno,-,Papua,Umbi Berpati,Olahan (Processed),"Kue kering. Nama lain sagu forna (nama balok cetakan) atau sagu lempeng (bentuk lempengan). Tepung sagu dihaluskan, dimasukkan ke dalam cetakan, dibakar, bagian tengah dilubangi diberi gula merah",31.5,291.0,0.5,4.0,63.4,1.4,0.6,10.0,20.0,0.8,40.0,50.0,0.1,0.2,0.0,0.0,0.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.0855
BR020,"Sagu kasbi segar (Cassava  starch, fresh)",Manihot  esculenta,-,Umbi Berpati,Mentah (Raw),-,42.5,230.0,0.6,0.2,56.5,3.0,0.2,20.0,1.0,0.3,100.0,410.0,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,Kurang,Kurang,Kurang,Kurang,0.07
BP058,Sagu Lemak (Kue Sagon),-,Riau,Umbi Berpati,Olahan (Processed),"Bahan dasar terdiri dari Sagu, Kelapa, Telur",4.3,452.0,2.8,14.8,76.8,1.1,0.7,15.0,39.0,1.1,182.0,52.7,0.04,0.8,0.0,1.0,0.0,0.32,0.04,0.1,0.0,Kurang,Kurang,Kurang,Kurang,0.1403
BR021,Sagu lempeng (Sago palm),Metroxylon sagu,-,Umbi Berpati,Mentah (Raw),-,13.5,347.0,0.9,0.3,85.2,4.7,0.1,30.0,30.0,0.2,11.0,0.0,0.1,0.1,0.0,0.0,4.0,0.3,0.0,0.0,0.0,Kurang,Kurang,Kurang,Kurang,0.1061
BP059,Sagu manis,-,-,Umbi Berpati,Olahan (Processed),Sagu dipanggang + kelapa parut + gula (seperti kue bandros),32.6,287.0,0.5,3.9,62.4,1.4,0.6,8.0,17.0,0.7,34.0,42.0,0.1,0.2,0.0,0.0,0.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.0836
BP060,Sagu Rendang,-,Riau,Umbi Berpati,Olahan (Processed),Suatu produk sagu,8.2,364.0,0.1,0.2,90.5,1.9,1.0,13.0,9.0,3.9,42.0,15.1,0.1,0.1,0.0,0.0,0.0,0.02,0.6,0.8,0.0,Kurang,Kurang,Kurang,Cukup,0.1133
BR022,"Sagu singkong, kering (Cassava, starch, dried)",Manihot  esculenta,-,Umbi Berpati,Mentah (Raw),-,12.0,362.0,0.5,0.3,86.9,1.4,0.3,0.0,0.0,0.0,29.0,201.0,0.2,0.7,0.0,0.0,0.0,0.0,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.1007
BP061,Sagu sinole,-,Ambon,Umbi Berpati,Olahan (Processed),"Nama lain karu-karu. Seperti dadar gulung. Sagu yang dicampur parutan kelapa, pala bubuk, kenari, dan gula aren",22.0,354.0,0.8,8.3,68.9,1.4,0.1,10.0,30.0,0.8,30.0,11.0,0.2,0.3,0.0,0.0,0.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.1041
ER098,"Salak bali, segar (snake fruit, bali,fresh)",Salacca zalacca,-,Buah,Mentah (Raw),-,85.1,57.0,0.5,0.1,13.6,1.3,0.7,94.0,25.0,2.1,29.0,201.0,0.08,0.2,0.0,3.0,37.0,0.0,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.045
ER099,"Salak medan, segar (snake fruit, medan, fresh)",Salacca sumatrana,-,Buah,Mentah (Raw),-,78.1,55.0,0.4,0.2,12.8,3.2,8.5,6.0,46.0,0.5,39.0,113.0,0.2,0.3,0.0,4.0,4.0,0.04,0.03,0.8,58.0,Kurang,Kurang,Kurang,Kurang,0.0173
ER100,"Salak pondoh, segar (snake fruit, pondoh, fresh)",Salacca zalacca,-,Buah,Mentah (Raw),-,77.9,87.0,0.8,0.4,20.1,0.0,0.8,38.0,31.0,3.9,29.0,201.0,0.08,0.2,0.0,2.0,40.0,0.0,0.12,0.1,8.0,Kurang,Kurang,Kurang,Cukup,0.0447
ER101,"Salak, segar (snake fruit, fresh)",Salacca zalacca,-,Buah,Mentah (Raw),-,78.0,77.0,0.4,2.0,20.9,1.4,0.7,28.0,18.0,4.2,29.0,201.0,0.08,0.2,0.0,4.0,0.0,0.04,0.1,0.8,2.0,Kurang,Kurang,Kurang,Cukup,0.0387
EP010,Sale kesemek,-,-,Buah,Olahan (Processed),-,25.0,296.0,1.1,0.6,71.4,1.4,1.8,55.0,93.0,1.9,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.1,0.1,0.8,3.0,Kurang,Kurang,Kurang,Kurang,0.1033
EP011,Sale pisang siam,-,-,Buah,Olahan (Processed),-,28.9,281.0,2.4,0.7,66.1,1.0,2.0,41.0,64.0,1.2,29.0,201.0,0.2,0.7,0.0,2.0,272.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.0981
EP012,"Sale pisang, cilacap",-,-,Buah,Olahan (Processed),-,27.1,295.0,2.3,2.1,66.9,1.3,1.7,47.0,97.0,2.8,29.0,201.0,0.2,0.7,0.0,2.0,296.0,0.14,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.1073
EP013,Sanggara belanda,-,Pinrang,Buah,Olahan (Processed),"Snack: Pisang raja dicelupkan kedalam kocokan telur, digoreng, dibelah diisi mentega, keju, dan gula yang telah dikocok bersama.",47.1,242.0,6.4,7.1,38.2,1.4,1.2,55.0,93.0,1.9,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.106
KP003,Santan (dengan air) (Coconut milk mixed with water),Cocos nucifera,-,Minyak/Lemak,Olahan (Processed),-,80.0,122.0,2.0,10.0,7.6,1.4,0.4,25.0,30.0,0.1,9.0,162.4,0.16,0.4,0.0,2.0,4.0,0.02,0.0,0.5,2.0,Kurang,Kurang,Kurang,Kurang,0.0453
KP004,"Santan murni (Coconut milk, pured)",Cocos nucifera,-,Minyak/Lemak,Olahan (Processed),-,54.9,324.0,4.2,34.3,5.6,0.0,1.0,14.0,45.0,1.9,18.0,514.1,0.37,0.9,0.0,0.0,4.0,0.02,0.0,0.5,2.0,Kurang,Kurang,Kurang,Kurang,0.111
NP009,"Saos tomat (Tomato, sauce)",-,-,Bumbu,Olahan (Processed),-,69.5,110.0,2.0,0.4,24.5,0.9,3.6,12.0,18.0,0.8,890.0,129.6,0.18,0.3,0.0,357.0,570.0,0.09,0.06,1.7,11.0,Kurang,Kurang,Kurang,Kurang,0.0404
FP011,"Sapi, abon",-,-,Daging,Olahan (Processed),-,7.1,212.0,18.0,10.6,59.3,7.5,4.7,150.0,209.0,12.3,29.0,201.0,0.2,0.7,0.0,240.0,138.0,0.17,0.1,0.8,0.0,Kurang,Cukup,Kurang,Lebih,0.1881
FP012,"Sapi, abon, asli",-,-,Daging,Olahan (Processed),-,24.8,358.0,14.6,16.1,38.6,2.5,5.8,165.0,136.0,14.6,29.0,201.0,0.2,0.7,3.0,194.0,144.0,0.13,0.1,0.8,0.0,Kurang,Cukup,Kurang,Lebih,0.2273
FR023,"Sapi, babat, segar (Tripe, fresh)",Bos javanicus,-,Daging,Mentah (Raw),-,76.7,108.0,17.6,4.2,0.0,0.0,1.5,12.0,144.0,1.0,147.0,101.4,0.11,2.2,0.0,49.0,4.0,0.15,0.17,1.7,0.0,Kurang,Cukup,Kurang,Kurang,0.0929
FP013,"Sapi, daging, asap",-,-,Daging,Olahan (Processed),-,60.0,182.0,32.0,6.0,0.0,0.0,2.0,15.0,300.0,5.0,1.0,485.4,0.03,5.1,6.0,2.0,4.0,0.12,0.23,5.9,0.0,Kurang,Lebih,Kurang,Cukup,0.1732
FP014,"Sapi, daging, dendeng, mentah",-,-,Daging,Olahan (Processed),-,25.0,301.0,55.0,9.0,0.0,1.4,11.0,30.0,370.0,5.1,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Lebih,Kurang,Cukup,0.2879
FR024,"Sapi, daging, gemuk, segar (Beef, high fat, fresh)",Bos taurus,-,Daging,Mentah (Raw),-,60.0,273.0,17.5,22.0,0.0,0.0,0.5,10.0,150.0,2.6,93.0,267.0,0.17,6.4,12.0,0.0,4.0,0.08,0.18,7.3,0.0,Kurang,Cukup,Kurang,Kurang,0.1423
FP015,"Sapi, daging, kornet",-,-,Daging,Olahan (Processed),-,53.0,289.0,16.0,25.0,0.0,0.0,6.0,10.0,170.0,4.0,794.0,94.4,0.07,4.0,0.0,52.0,4.0,0.01,0.16,2.7,0.0,Kurang,Cukup,Kurang,Cukup,0.1454
FR025,"Sapi, daging, kurus, segar (Beef, low fat, fresh)",Bos taurus,-,Daging,Mentah (Raw),-,69.0,174.0,19.6,10.0,0.0,0.0,1.4,11.0,181.0,2.9,83.0,489.0,0.07,4.9,6.0,181.0,4.0,0.07,0.51,1.2,0.0,Kurang,Lebih,Kurang,Kurang,0.1227
FR026,"Sapi, daging, lemak sedang, segar (Beef, medium fat, fresh)",Bos taurus,-,Daging,Mentah (Raw),-,66.0,201.0,18.8,14.0,0.0,0.0,1.2,11.0,170.0,2.8,105.0,378.0,4.58,5.2,9.0,198.0,4.0,0.08,0.56,1.3,0.0,Kurang,Lebih,Kurang,Kurang,0.1273
FP016,"Sapi, daging, sosis (Worst)",-,-,Daging,Olahan (Processed),-,37.6,448.0,14.5,42.3,2.3,1.4,3.3,28.0,61.0,1.1,765.0,284.5,0.06,1.7,0.0,2.0,4.0,0.1,0.18,4.9,0.0,Kurang,Cukup,Kurang,Kurang,0.1819
FR027,"Sapi, daleman, segar (Offal, beef, fresh)",Bos taurus,-,Daging,Mentah (Raw),-,70.1,183.0,12.0,14.4,1.4,0.0,2.1,43.0,319.0,1.8,277.0,160.0,0.1,0.8,0.0,104.0,4.0,0.31,0.22,8.4,0.0,Kurang,Cukup,Kurang,Kurang,0.105
FR028,"Sapi, dideh/darah (Black puding (cow's blood), fresh)",Bos taurus,-,Daging,Mentah (Raw),-,75.6,98.0,21.9,1.1,0.0,0.0,1.4,7.0,24.0,1.3,150.0,170.0,0.2,0.2,15.0,214.0,4.0,0.01,0.03,0.9,0.0,Kurang,Lebih,Kurang,Kurang,0.104
FR029,"Sapi, ginjal, segar (Kidney, beef, fresh)",Bos taurus,-,Daging,Mentah (Raw),-,74.9,137.0,15.0,8.1,0.9,0.0,1.1,9.0,221.0,7.9,200.0,230.2,0.2,0.7,348.0,583.0,4.0,0.37,1.22,6.1,13.0,Kurang,Cukup,Kurang,Lebih,0.1093
FP017,"Sapi, hati, sosis (liverworst)",-,-,Daging,Olahan (Processed),-,56.6,274.0,16.0,22.0,3.0,2.3,2.4,20.0,150.0,4.0,654.0,158.8,0.22,2.2,1.0,2.0,4.0,0.2,0.96,4.0,0.0,Kurang,Cukup,Kurang,Cukup,0.1437
FR030,"Sapi, keleponan, segar (Tripe, beef, fresh)",Bos taurus,-,Daging,Mentah (Raw),-,83.8,84.0,10.5,4.6,0.2,0.0,0.9,20.0,13.0,2.1,73.0,318.0,0.2,1.7,857.0,34.0,4.0,0.1,0.14,0.3,0.0,Kurang,Cukup,Kurang,Kurang,0.0672
FR031,"Sapi, liver, segar (Liver, beef, fresh)",Bos taurus,-,Daging,Mentah (Raw),-,69.7,132.0,19.7,3.2,6.0,0.0,1.4,7.0,358.0,6.6,110.0,213.0,0.51,2.3,13.0,355.0,4.0,0.26,1.52,11.4,31.0,Kurang,Lebih,Kurang,Cukup,0.1199
FR032,"Sapi, otak, segar (Brain, beef, fresh)",Bos taurus,-,Daging,Mentah (Raw),-,78.9,123.0,10.4,8.6,0.8,0.0,1.3,16.0,330.0,3.6,112.0,243.8,0.26,0.9,0.0,0.0,4.0,0.23,0.19,3.9,18.0,Kurang,Cukup,Kurang,Cukup,0.0806
FP018,"Sapi, paru, dendeng, mentah",-,-,Daging,Olahan (Processed),-,9.7,360.0,57.3,6.0,19.2,1.4,7.8,126.0,903.0,21.1,1.0,864.0,1.2,6.1,2.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Lebih,Kurang,Lebih,0.3784
FP019,"Sapi, paru, goreng",-,-,Daging,Olahan (Processed),-,45.5,268.0,23.9,12.7,14.5,1.4,3.1,102.0,315.0,8.8,923.0,299.0,0.0,1.5,790.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Lebih,Kurang,Lebih,0.2022
FR033,"Sapi, usus, segar",-,-,Daging,Mentah (Raw),-,76.7,126.0,14.0,7.2,1.5,0.0,0.6,14.0,115.0,4.0,29.0,201.0,0.2,0.7,61.0,0.0,4.0,0.08,0.33,0.2,0.0,Kurang,Cukup,Kurang,Cukup,0.0941
GP049,Sardines dalam kaleng,-,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,47.1,338.0,21.1,27.0,1.0,0.0,3.8,354.0,434.0,3.5,29.0,201.0,0.2,0.7,76.0,0.0,4.0,0.1,0.1,0.8,0.0,Kurang,Lebih,Cukup,Kurang,0.2634
CP059,"Saridele, bubuk",-,-,Kacang-Kacangan,Olahan (Processed),-,3.0,344.0,30.0,20.0,43.0,6.2,4.0,450.0,500.0,4.0,56.0,2.0,2.99,4.0,0.0,0.0,2.0,0.7,0.16,2.0,10.0,Kurang,Lebih,Cukup,Cukup,0.321
